id|name|ancestors
Gm3LR99KgyN|Xã Thạnh Phú|Việt Nam/Long An/Huyện Thạnh Hóa

tT5lCsVB1md|Xã Thạnh An|Việt Nam/Long An/Huyện Thạnh Hóa

gJUu0sq0SnS|Xã Thuận Nghĩa Hòa|Việt Nam/Long An/Huyện Thạnh Hóa

DddoxrPyIb0|Xã Thuận Bình|Việt Nam/Long An/Huyện Thạnh Hóa

ZwoRkOWFLgp|TTYT Huyện Thạnh Hóa|Việt Nam/Long An/Huyện Thạnh Hóa

aoC680h9Dp5|Thị trấn Thạnh Hóa|Việt Nam/Long An/Huyện Thạnh Hóa

ScZzdml3P7h|Xã Tân Thành|Việt Nam/Long An/Huyện Thủ Thừa

OFu1UfR1FGZ|Xã Tân Long|Việt Nam/Long An/Huyện Thủ Thừa

tn7PKCCOym8|Xã Nhị Thành|Việt Nam/Long An/Huyện Thủ Thừa

sqfKkHxZwqN|Xã Mỹ Thạnh|Việt Nam/Long An/Huyện Thủ Thừa

SucPSwWNC91|Xã Mỹ Phú|Việt Nam/Long An/Huyện Thủ Thừa

AB3lCEETlU7|Xã Mỹ Lạc|Việt Nam/Long An/Huyện Thủ Thừa

WO2OF9QQ7Su|Xã Mỹ An|Việt Nam/Long An/Huyện Thủ Thừa

L0ZwHSovoFz|Xã Long Thạnh|Việt Nam/Long An/Huyện Thủ Thừa

HPOf7S9soMi|Xã Long Thành (sáp nhập 2020)|Việt Nam/Long An/Huyện Thủ Thừa

qQ81PXJr4XK|Xã Long Thuận|Việt Nam/Long An/Huyện Thủ Thừa

wltuRiv1br7|Xã Bình Thạnh|Việt Nam/Long An/Huyện Thủ Thừa

DJ25EBH3Vw9|Xã Bình An|Việt Nam/Long An/Huyện Thủ Thừa

bNODFG0a6RB|TTYT Huyện Thủ Thừa|Việt Nam/Long An/Huyện Thủ Thừa

oTtEClxNo1p|Thị trấn Thủ Thừa|Việt Nam/Long An/Huyện Thủ Thừa

cbgsQlbDgpb|Xã Vĩnh Đại|Việt Nam/Long An/Huyện Tân Hưng

X44BBQV3WL8|Xã Vĩnh Thạnh|Việt Nam/Long An/Huyện Tân Hưng

s1iP3LNFOed|Xã Vĩnh Lợi|Việt Nam/Long An/Huyện Tân Hưng

f5KbsAN1FCw|Xã Vĩnh Châu B|Việt Nam/Long An/Huyện Tân Hưng

XOwpBv3KB3R|Xã Vĩnh Châu A|Việt Nam/Long An/Huyện Tân Hưng

xPC4RJ90sDX|Xã Vĩnh Bửu|Việt Nam/Long An/Huyện Tân Hưng

G5IUCcF8Kdu|Xã Thạnh Hưng|Việt Nam/Long An/Huyện Tân Hưng

pK9DJGdXd6U|Xã Hưng Điền B|Việt Nam/Long An/Huyện Tân Hưng

sXzKz4zUupt|Xã Hưng Điền|Việt Nam/Long An/Huyện Tân Hưng

G822QCT5Inp|Xã Hưng Thạnh|Việt Nam/Long An/Huyện Tân Hưng

x2nQ5FImx24|Xã Hưng Hà|Việt Nam/Long An/Huyện Tân Hưng

cNEzmFrobtu|TTYT Huyện Tân Hưng|Việt Nam/Long An/Huyện Tân Hưng

twQGzzOHBey|Thị trấn Tân Hưng|Việt Nam/Long An/Huyện Tân Hưng

AzqXxplvV4P|Xã Tân Thành|Việt Nam/Long An/Huyện Tân Thạnh

QbLBdMTn2jC|Xã Tân Ninh|Việt Nam/Long An/Huyện Tân Thạnh

Tanc7RWZCtW|Xã Tân Lập|Việt Nam/Long An/Huyện Tân Thạnh

evvQxr29LqJ|Xã Tân Hòa|Việt Nam/Long An/Huyện Tân Thạnh

nsKoRZfxSMt|Xã Tân Bình|Việt Nam/Long An/Huyện Tân Thạnh

KmgGw8YWPsj|Xã Nhơn Ninh|Việt Nam/Long An/Huyện Tân Thạnh

kpnukhPypk1|Xã Nhơn Hòa Lập|Việt Nam/Long An/Huyện Tân Thạnh

f5CQ0tS1vUk|Xã Nhơn Hoà|Việt Nam/Long An/Huyện Tân Thạnh

qP8INGtRqWs|Xã Kiến Bình|Việt Nam/Long An/Huyện Tân Thạnh

WM8PQgUMq8e|Xã Hậu Thạnh Đông|Việt Nam/Long An/Huyện Tân Thạnh

pEBQvy4PblB|Xã Hậu Thạnh Tây|Việt Nam/Long An/Huyện Tân Thạnh

Gh4zvP3Cf1W|Xã Bắc Hòa|Việt Nam/Long An/Huyện Tân Thạnh

Gw22drPlSAw|TTYT Huyện Tân Thạnh|Việt Nam/Long An/Huyện Tân Thạnh

FmvW8QNS8ss|TTYT cơ sở 2|Việt Nam/Long An/Huyện Tân Thạnh

uuXOS5uwN03|Thị trấn Tân Thạnh|Việt Nam/Long An/Huyện Tân Thạnh

qjpv2iLkIE6|Xã Đức Tân|Việt Nam/Long An/Huyện Tân Trụ

cNdg0iIR0CI|Xã Tân Phước Tây|Việt Nam/Long An/Huyện Tân Trụ

dCUjXmxnx5x|Xã Tân Bình|Việt Nam/Long An/Huyện Tân Trụ

zXyvs38A9kb|Xã Quê Mỹ Thạnh|Việt Nam/Long An/Huyện Tân Trụ

V3hHWadnYFo|Xã Nhựt Ninh|Việt Nam/Long An/Huyện Tân Trụ

osxstbRsyeo|Xã Lạc Tấn|Việt Nam/Long An/Huyện Tân Trụ

OyTAZi1DUJl|Xã Bình Tịnh|Việt Nam/Long An/Huyện Tân Trụ

DZi6DzeQqp9|Xã Bình Trinh Đông|Việt Nam/Long An/Huyện Tân Trụ

tqQyy6xvJh5|Xã Bình Lãng|Việt Nam/Long An/Huyện Tân Trụ

woUWN6ezOcR|Xã An Nhựt Tân (Sáp nhập 2020)|Việt Nam/Long An/Huyện Tân Trụ

lQzwP1oUDok|TTYT Huyện Tân Trụ|Việt Nam/Long An/Huyện Tân Trụ

GthylJm5xe2|Thị trấn Tân Trụ|Việt Nam/Long An/Huyện Tân Trụ

xn0KmVBEuLK|Xã Vĩnh Trị|Việt Nam/Long An/Huyện Vĩnh Hưng

WJfmueJFElq|Xã Vĩnh Thuận|Việt Nam/Long An/Huyện Vĩnh Hưng

cnG17mH2Gtn|Xã Vĩnh Bình|Việt Nam/Long An/Huyện Vĩnh Hưng

VTmTBLArcMv|Xã Tuyên Bình Tây|Việt Nam/Long An/Huyện Vĩnh Hưng

zLjOSMGZbLv|Xã Tuyên Bình|Việt Nam/Long An/Huyện Vĩnh Hưng

u4FKbO4jswp|Xã Thái Trị|Việt Nam/Long An/Huyện Vĩnh Hưng

U37HTOUiCZK|Xã Thái Bình Trung|Việt Nam/Long An/Huyện Vĩnh Hưng

pXUD5TjkKIQ|Xã Khánh Hưng|Việt Nam/Long An/Huyện Vĩnh Hưng

MCqPF5pAQo2|Xã Hưng Điền A|Việt Nam/Long An/Huyện Vĩnh Hưng

vDzlSKtq3Px|TTYT Huyện Vĩnh Hưng|Việt Nam/Long An/Huyện Vĩnh Hưng

UF8Ck4urJaV|Thị trấn Vĩnh Hưng|Việt Nam/Long An/Huyện Vĩnh Hưng

vqWHE8qsCGO|Xã Mỹ Thạnh Đông|Việt Nam/Long An/Huyện Đức Huệ

G26MyV7c2fr|Xã Mỹ Thạnh Tây|Việt Nam/Long An/Huyện Đức Huệ

c8VpY6XVYnu|Xã Mỹ Thạnh Bắc|Việt Nam/Long An/Huyện Đức Huệ

AHCzuQeJJ3O|Xã Mỹ Quý Đông|Việt Nam/Long An/Huyện Đức Huệ

a61q4wHCnp7|Xã Mỹ Quý Tây|Việt Nam/Long An/Huyện Đức Huệ

yzJrAX97ZCP|Xã Mỹ Bình|Việt Nam/Long An/Huyện Đức Huệ

cgB5AjMOdT7|Xã Bình Thành|Việt Nam/Long An/Huyện Đức Huệ

eHK03u0l4pR|Xã Bình Hòa Nam|Việt Nam/Long An/Huyện Đức Huệ

V7RynraLsu9|Xã Bình Hòa Hưng|Việt Nam/Long An/Huyện Đức Huệ

sevpwBKTpUF|Xã Bình Hòa Bắc|Việt Nam/Long An/Huyện Đức Huệ

tr0NvYR1lKO|TTYT Huyện Đức Huệ|Việt Nam/Long An/Huyện Đức Huệ

Do2diG9bW9M|Thị trấn Đông Thành|Việt Nam/Long An/Huyện Đức Huệ

JEOCRhb3vQa|Xã Đức Lập Thượng|Việt Nam/Long An/Huyện Đức Hòa

UsSv4M6ELER|Xã Đức Lập Hạ|Việt Nam/Long An/Huyện Đức Hòa

oOCTmKlDSRt|Xã Đức Hòa Đông|Việt Nam/Long An/Huyện Đức Hòa

p13rFaZL7Yd|Xã Đức Hòa Thượng|Việt Nam/Long An/Huyện Đức Hòa

sIDL0Yu8w7P|Xã Đức Hòa Hạ|Việt Nam/Long An/Huyện Đức Hòa

bDD2Y4H4eNc|Xã Tân Phú|Việt Nam/Long An/Huyện Đức Hòa

D4o2178NMBf|Xã Tân Mỹ|Việt Nam/Long An/Huyện Đức Hòa

JID3VVpkTRK|Xã Mỹ Hạnh Nam|Việt Nam/Long An/Huyện Đức Hòa

q6B8OByUvkI|Xã Mỹ Hạnh Bắc|Việt Nam/Long An/Huyện Đức Hòa

JW8WHm9VXiA|Xã Lộc Giang|Việt Nam/Long An/Huyện Đức Hòa

JwjJXT1M7XN|Xã Hựu Thạnh|Việt Nam/Long An/Huyện Đức Hòa

BTtknmOHcMb|Xã Hòa Khánh Đông|Việt Nam/Long An/Huyện Đức Hòa

mTzcynkgySt|Xã Hòa Khánh Tây|Việt Nam/Long An/Huyện Đức Hòa

F6TZ01kjCDu|Xã Hòa Khánh Nam|Việt Nam/Long An/Huyện Đức Hòa

v3Efp4ybqGr|Xã Hiệp Hòa|Việt Nam/Long An/Huyện Đức Hòa

vrUFbnPKjgn|Xã An Ninh Đông|Việt Nam/Long An/Huyện Đức Hòa

jOkXtYh0JDV|Xã An Ninh Tây|Việt Nam/Long An/Huyện Đức Hòa

D1X0DBLEKAz|TTYT Huyện Đức Hòa|Việt Nam/Long An/Huyện Đức Hòa

B4FqFVXOMvS|Thị trấn Đức Hòa|Việt Nam/Long An/Huyện Đức Hòa

Rn7cXIbaSLZ|Thị trấn Hậu Nghĩa|Việt Nam/Long An/Huyện Đức Hòa

gJ9Liefe1LY|Thị trấn Hiệp Hòa|Việt Nam/Long An/Huyện Đức Hòa

YRfN8yyZGh5|Bệnh viện đa khoa khu vực Hậu Nghĩa cơ sở 2|Việt Nam/Long An/Huyện Đức Hòa

TV070uv6R7d|Xã Nhơn Thạnh Trung|Việt Nam/Long An/Thành phố Tân An

SD4UApR3zFz|Xã Lợi Bình Nhơn|Việt Nam/Long An/Thành phố Tân An

oKe6RzUfsWB|Xã Hướng Thọ Phú|Việt Nam/Long An/Thành phố Tân An

FUiJlKsksmV|Xã Bình Tâm|Việt Nam/Long An/Thành phố Tân An

TB1DIM0d2Ku|Xã An Vĩnh Ngãi|Việt Nam/Long An/Thành phố Tân An

r4CSh6mQnLX|TTYT Thành phố Tân An|Việt Nam/Long An/Thành phố Tân An

B8gwM6bati5|Phường Tân Khánh|Việt Nam/Long An/Thành phố Tân An

NoQYLoxxIWP|Phường Khánh Hậu|Việt Nam/Long An/Thành phố Tân An

fT0XmLR6J2a|Phường 7|Việt Nam/Long An/Thành phố Tân An

ZBb40P82jsF|Phường 6|Việt Nam/Long An/Thành phố Tân An

StMHACTJSQO|Phường 5|Việt Nam/Long An/Thành phố Tân An

gySmyVQdXSm|Phường 4|Việt Nam/Long An/Thành phố Tân An

U8CSstp3KLy|Phường 3|Việt Nam/Long An/Thành phố Tân An

J6i0fxPNsHk|Phường 2|Việt Nam/Long An/Thành phố Tân An

a9QjAh1Rmo9|Phường 1|Việt Nam/Long An/Thành phố Tân An

WXXC0AikoJ9|Xã Tuyên Thạnh|Việt Nam/Long An/Thị xã Kiến Tường

WPdXEqNNwZC|Xã Thạnh Trị|Việt Nam/Long An/Thị xã Kiến Tường

ZxVszA998wK|Xã Thạnh Hưng|Việt Nam/Long An/Thị xã Kiến Tường

EpBbmesYpvA|Xã Bình Tân|Việt Nam/Long An/Thị xã Kiến Tường

G82qxo8Rjs6|Xã Bình Hiệp|Việt Nam/Long An/Thị xã Kiến Tường

UZQjdLq3hM2|TTYT Thị xã Kiến Tường|Việt Nam/Long An/Thị xã Kiến Tường

KdHuvhcPj03|Phường 3|Việt Nam/Long An/Thị xã Kiến Tường

DGFKyi5OxIk|Phường 2|Việt Nam/Long An/Thị xã Kiến Tường

KCbwaF4Ampl|Phường 1|Việt Nam/Long An/Thị xã Kiến Tường

