id|name|ancestors
oha4wFHA0Ii|Xã Yên Hòa|Việt Nam/Ninh Bình/Huyện Yên Mô

lTfywtVPosX|Xã Mai Sơn|Việt Nam/Ninh Bình/Huyện Yên Mô

KT70osi6P0r|Xã Khánh Thịnh|Việt Nam/Ninh Bình/Huyện Yên Mô

J40x2Owu5De|Xã Khánh Thượng|Việt Nam/Ninh Bình/Huyện Yên Mô

lnrJ56fBEHu|Xã Khánh Dương|Việt Nam/Ninh Bình/Huyện Yên Mô

jKk87pWPS0c|TTYT Huyện Yên Mô|Việt Nam/Ninh Bình/Huyện Yên Mô

W0Sybnn6T78|Thị trấn Yên Thịnh|Việt Nam/Ninh Bình/Huyện Yên Mô

XEcvCIDdoUZ|Xã Ninh Tiến|Việt Nam/Ninh Bình/Thành phố Ninh Bình

QtZUzMCW3Kf|Xã Ninh Phúc|Việt Nam/Ninh Bình/Thành phố Ninh Bình

zwslFumJCg2|Xã Ninh Nhất|Việt Nam/Ninh Bình/Thành phố Ninh Bình

qG4axl0y7gb|TTYT Thành phố Ninh Bình|Việt Nam/Ninh Bình/Thành phố Ninh Bình

rkvNtzZNwsG|Phường Đông Thành|Việt Nam/Ninh Bình/Thành phố Ninh Bình

pfeCqgBS4Zb|Phường Vân Giang|Việt Nam/Ninh Bình/Thành phố Ninh Bình

eDrHvC5zZEW|Phường Tân Thành|Việt Nam/Ninh Bình/Thành phố Ninh Bình

tA562BRGbWF|Phường Thanh Bình|Việt Nam/Ninh Bình/Thành phố Ninh Bình

SpoPAZdJirm|Phường Phúc Thành|Việt Nam/Ninh Bình/Thành phố Ninh Bình

t7cn9nU8Ait|Phường Ninh Sơn|Việt Nam/Ninh Bình/Thành phố Ninh Bình

Qm1BytbwrhI|Phường Ninh Phong|Việt Nam/Ninh Bình/Thành phố Ninh Bình

n1YBaV10Wlz|Phường Ninh Khánh|Việt Nam/Ninh Bình/Thành phố Ninh Bình

Z39aZnXP2tU|Phường Nam Thành|Việt Nam/Ninh Bình/Thành phố Ninh Bình

jFrv1HerHzk|Phường Nam Bình|Việt Nam/Ninh Bình/Thành phố Ninh Bình

xmPhbRY70y9|Phường Bích Đào|Việt Nam/Ninh Bình/Thành phố Ninh Bình

WRyPgI6sQxY|Xã Đông Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

EVh6dK4Nzia|Xã Yên Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

jj9ULcBURQW|Xã Quang Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

B6CuUfmK1ua|TTYT Thành phố Tam Điệp|Việt Nam/Ninh Bình/Thành phố Tam Điệp

Q4uf8QTb5Hx|PYT thành phố Tam Điệp|Việt Nam/Ninh Bình/Thành phố Tam Điệp

oG8QpEEudAu|Phường Yên Bình|Việt Nam/Ninh Bình/Thành phố Tam Điệp

vcfJlCZu4dH|Phường Tây Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

zsoDje3ItoP|Phường Tân Bình|Việt Nam/Ninh Bình/Thành phố Tam Điệp

GAVruScNRJ9|Phường Trung Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

dFoyo6Y7Fhr|Phường Nam Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

wZvgAlGGu0x|Phường Bắc Sơn|Việt Nam/Ninh Bình/Thành phố Tam Điệp

